address,accountno,pin,sale_date_end,Sales Price,impvac,style,year_built,Imp Size SqFt,Lot Size Acres,streetno,streetalp,streetdir,streetsuf,streetname,addition_n,address_zip
,R1248980006,1248980006,1/4/2016,1200000,Improved,Office Building,1988,12318,1.02,11930,,,ST,ARBOR,HAPPY HOLLOW VIEW,681440000
14606  WRIGHT ST,R2432365012,2432365012,2/15/2021,1164500,Improved,Office Building,1978,9752,1.15,14606,,,ST,WRIGHT,WEST CENTER PLAZA,681440000
14606  WRIGHT ST,R2432365012,2432365012,2/15/2021,1164500,Improved,Office Building,1978,9752,1.15,14606,,,ST,WRIGHT,WEST CENTER PLAZA,681440000
11823 ARBOR ST,R1249410002,1249410002,4/3/2014,1150000,Improved,Office Building,1984,14032,1.03,11823,,,ST,ARBOR,HAPPY HOLLOW VIEW,681440000
2514 S 119 ST,R1249500000,1249500000,7/7/2015,1137500,Improved,Office Building,1982,12702,1.05,2514,,S,ST,119,HAPPY HOLLOW VIEW,681440000
13929  GOLD CR,R1141167144,1141167144,1/21/2021,1130000,Improved,Motel,1987,19248,0.89,13929,,,CR,GOLD,GEORGETOWNE REPLAT II,681440000
13939 GOLD CR,R1141167146,1141167146,9/25/2013,1100000,Improved,Office Building,1984,11032,1.01,13939,,,CR,GOLD,GEORGETOWNE REPLAT II,681440000
13939 GOLD CR,R1141167146,1141167146,9/25/2013,1100000,Improved,Office Building,1984,11032,1.01,13939,,,CR,GOLD,GEORGETOWNE REPLAT II,681440000
13939 GOLD CR,R1141167146,1141167146,9/25/2013,1100000,Improved,Office Building,1984,11032,1.01,13939,,,CR,GOLD,GEORGETOWNE REPLAT II,681440000
13939 GOLD CR,R1141167146,1141167146,9/25/2013,1100000,Improved,Office Building,1984,11032,1.01,13939,,,CR,GOLD,GEORGETOWNE REPLAT II,681440000
13939 GOLD CR,R1141167146,1141167146,9/25/2013,1100000,Improved,Office Building,1984,11032,1.01,13939,,,CR,GOLD,GEORGETOWNE REPLAT II,681440000
2405 S 130 CR,R1907782608,1907782608,12/29/2021,1100000,Improved,Office Building,1978,10155,2.13,2405,,S,CR,130,OLD ORCHARD EAST II,681440000
2405 S 130 CR,R1907782608,1907782608,12/29/2021,1100000,Improved,Office Building,1978,10155,2.13,2405,,S,CR,130,OLD ORCHARD EAST II,681440000
2405 S 130 CR,R1907782608,1907782608,12/29/2021,1100000,Improved,Office Building,1978,10155,2.13,2405,,S,CR,130,OLD ORCHARD EAST II,681440000
2405 S 130 CR,R1907782608,1907782608,12/29/2021,1100000,Improved,Office Building,1978,10155,2.13,2405,,S,CR,130,OLD ORCHARD EAST II,681440000
,R1141167126,1141167126,11/30/2016,1057000,Improved,Office Building,1985,9541,1.06,13936,,,CR,GOLD,GEORGETOWNE REPLAT II,681440000
,R1141167126,1141167126,11/30/2016,1057000,Improved,Office Building,1985,9541,1.06,13936,,,CR,GOLD,GEORGETOWNE REPLAT II,681440000
2444 S 132 ST,R1907786724,1907786724,10/3/2011,1025558,Improved,Fast Food Restaurant,2007,3603,0.78,2444,,S,ST,132,OLD ORCHARD WEST REPLAT,681440000
11640  ARBOR ST,R1027645007,1027645007,3/5/2018,950000,Improved,Office Building,1991,21512,1.04,11640,,,ST,ARBOR,EVERGREEN VILLAGE,681440000
14334  INDUSTRIAL RD,R1915580970,1915580970,10/29/2021,923000,Improved,Office Building,1977,12036,2.02,14334,,,RD,INDUSTRIAL,OMAHA IND FOUND DISTRICT III,681440000
14334  INDUSTRIAL RD,R1915580970,1915580970,10/29/2021,923000,Improved,Office Building,1977,12036,2.02,14334,,,RD,INDUSTRIAL,OMAHA IND FOUND DISTRICT III,681440000
11605 ARBOR ST,R1249260000,1249260000,7/17/2012,920000,Improved,Office Building,1992,9312,1.17,11605,,,ST,ARBOR,HAPPY HOLLOW VIEW,681440000
12828  AUGUSTA AV,R2532184651,2532184651,12/9/2021,900000,Improved,Office Building,1979,9632,0.6,12828,,,AV,AUGUSTA,WESTWOOD HEIGHTS 15TH ADD,681440000
13936 GOLD CR,R1141167126,1141167126,9/21/2012,870000,Improved,Office Building,1985,9541,1.06,13936,,,CR,GOLD,GEORGETOWNE REPLAT II,681440000
13936 GOLD CR,R1141167126,1141167126,9/21/2012,870000,Improved,Office Building,1985,9541,1.06,13936,,,CR,GOLD,GEORGETOWNE REPLAT II,681440000
11636 WEST CENTER RD,R1249330006,1249330006,5/17/2013,850000,Improved,Office Building,1992,5695,0.65,11636,,,RD,WEST CENTER,HAPPY HOLLOW VIEW,681440000
14305 C CR,R2319505017,2319505017,8/26/2015,850000,Improved,Service Garage,1992,14386,0.7,14305,,,CR,C,T S C INDUSTRIAL PARK,681440000
14605  WRIGHT ST,R2432365010,2432365010,6/15/2021,850000,Improved,Retail Store,1994,7500,0.8,14605,,,ST,WRIGHT,WEST CENTER PLAZA,681440000
2806 S 148 AVENUE CR,R0910701306,910701306,11/30/2021,850000,Improved,Industrial Flex Mall Building,1980,7904,0.46,2806,,S,CR,148 AVENUE,CRESCENT OAKS REPLAT,681440000
13230 FAITH PA,R2245370086,2245370086,12/8/2011,827640,Vacant,,,,3.85,13230,,,PLAZA,FAITH,STERLING RIDGE,681440000
2611 S 117 ST,R1249330004,1249330004,6/27/2019,775000,Improved,Office Building,1996,3573,0.5,2611,,S,ST,117,HAPPY HOLLOW VIEW,681440000
,R2532184650,2532184650,6/1/2016,700000,Improved,Office Building,1980,9632,0.62,12808,,,AV,AUGUSTA,WESTWOOD HEIGHTS 15TH ADD,681440000
,R2532184650,2532184650,6/1/2016,700000,Improved,Office Building,1980,9632,0.62,12808,,,AV,AUGUSTA,WESTWOOD HEIGHTS 15TH ADD,681440000
,R0549020000,549020000,9/26/2016,658000,Improved,Medical Offices,1978,5940,0.56,12305,,,ST,GOLD,BEL AIR VILLAGE REPLAT,681440000
13306  A ST,R2241150454,2241150454,1/14/2022,625000,Improved,Office Building,1984,6050,0.55,13306,,,ST,A,SOUTHWEST PARK,681440000
3301 OAK VIEW DR,R1903875045,1903875045,7/30/2014,570000,Improved,Retail Store,1995,1750,0.22,3301,,,DR,OAK VIEW,OAK VIEW PLAZA 3RD PLATTING,681440000
2806 S 148 AVENUE CR,R0910701306,910701306,5/4/2017,565000,Improved,Neighborhood Shopping Center,1980,5970,0.46,2806,,S,CR,148 AVENUE,CRESCENT OAKS REPLAT,681440000
12910 PIERCE ST,R2245370062,2245370062,3/27/2012,561491,Vacant,,,,2.78,12910,,,ST,PIERCE,STERLING RIDGE,681440000
3819 S 148 ST,R0512240640,512240640,10/2/2019,548000,Vacant,Industrial Flex Mall Building,2019,38850,1.8,3819,,S,ST,148,ALTECH BUSINESS PARK REPLAT 11,681440000
3819 S 148 ST,R0512240640,512240640,10/2/2019,548000,Vacant,Industrial Flex Mall Building,2019,38850,1.8,3819,,S,ST,148,ALTECH BUSINESS PARK REPLAT 11,681440000
3819 S 148 ST,R0512240640,512240640,10/2/2019,548000,Vacant,Industrial Flex Mall Building,2019,38850,1.8,3819,,S,ST,148,ALTECH BUSINESS PARK REPLAT 11,681440000
3819 S 148 ST,R0512240640,512240640,10/2/2019,548000,Vacant,Industrial Flex Mall Building,2019,38850,1.8,3819,,S,ST,148,ALTECH BUSINESS PARK REPLAT 11,681440000
3819 S 148 ST,R0512240640,512240640,10/2/2019,548000,Vacant,Industrial Flex Mall Building,2019,38850,1.8,3819,,S,ST,148,ALTECH BUSINESS PARK REPLAT 11,681440000
3819 S 148 ST,R0512240640,512240640,10/2/2019,548000,Vacant,Industrial Flex Mall Building,2019,38850,1.8,3819,,S,ST,148,ALTECH BUSINESS PARK REPLAT 11,681440000
3819 S 148 ST,R0512240640,512240640,10/2/2019,548000,Vacant,Industrial Flex Mall Building,2019,38850,1.8,3819,,S,ST,148,ALTECH BUSINESS PARK REPLAT 11,681440000
3819 S 148 ST,R0512240640,512240640,10/2/2019,548000,Vacant,Industrial Flex Mall Building,2019,38850,1.8,3819,,S,ST,148,ALTECH BUSINESS PARK REPLAT 11,681440000
2920 S 120 ST,R2532183352,2532183352,3/23/2015,500000,Improved,Convenience Store,1970,2516,0.68,2920,,S,ST,120,WESTWOOD HEIGHTS REP 3,681440000
2706 S 148 AVENUE CR,R0910701300,910701300,12/10/2012,480000,Improved,Veterinary Office,1983,4956,0.51,2706,,S,CR,148 AVENUE,CRESCENT OAKS REPLAT,681440000
,R2532184664,2532184664,11/30/2016,480000,Improved,Office Building,1972,3447,0.23,2835,,S,ST,132,WESTWOOD HEIGHTS 15TH ADD,681440000
3395 S 132 ST,R2532183543,2532183543,8/25/2017,450000,Improved,Automotive Center,1988,2400,0.45,3395,,S,ST,132,WESTWOOD HEIGHTS 12TH ADD,681440000
13705  C ST,R2241150508,2241150508,1/19/2018,360000,Improved,Service Garage,1985,5300,0.32,13705,,,ST,C,SOUTHWEST PARK,681440000
13415  A ST,R2241150564,2241150564,1/3/2018,345000,Improved,Service Garage,1989,3500,0.29,13415,,,ST,A,SOUTHWEST PARK,681440000
2705 S 148 ST,R0910701033,910701033,4/19/2012,340000,Improved,Office Building,1989,2560,0.83,2705,,S,ST,148,CRESCENT OAKS,681440000
3809 S 148 ST,R0512230070,512230070,10/30/2014,334193,Vacant,,,,1.14,3809,,S,ST,148,ALTECH BUSINESS PARK,681440000
3809 S 148 ST,R0512230070,512230070,10/30/2014,334193,Vacant,,,,1.14,3809,,S,ST,148,ALTECH BUSINESS PARK,681440000
3809 S 148 ST,R0512230070,512230070,10/30/2014,334193,Vacant,,,,1.14,3809,,S,ST,148,ALTECH BUSINESS PARK,681440000
3809 S 148 ST,R0512230070,512230070,10/30/2014,334193,Vacant,,,,1.14,3809,,S,ST,148,ALTECH BUSINESS PARK,681440000
3809 S 148 ST,R0512230070,512230070,10/30/2014,334193,Vacant,,,,1.14,3809,,S,ST,148,ALTECH BUSINESS PARK,681440000
14116 WEST CENTER RD,R1139685011,1139685011,9/25/2015,290000,Improved,Service Garage,1982,4050,0.53,14116,,,RD,WEST CENTER,FROMKIN'S COMMERCIAL PLAZA,681440000
,R0512240420,512240420,5/27/2016,289900,Improved,Office Building,2005,1856,,3925,,S,ST,147,ALTECH PLAZA 1 COND*,681440000
3839 S 148 ST,R0512240622,512240622,5/6/2022,269120,Improved,Office Building,2020,1856,,3839,,S,ST,148,ALTECH PLAZA TWO CONDO,681440000
3839 S 148 ST,R0512240620,512240620,5/9/2022,269120,Improved,Office Building,2020,1856,,3839,,S,ST,148,ALTECH PLAZA TWO CONDO,681440000
3909 S 147 ST,R0512240605,512240605,4/15/2019,250000,Improved,Office Building,2011,1053,,3909,,S,ST,147,ALTECH PLAZA TWO CONDO,681440000
13526 C ST,R2241150672,2241150672,8/17/2012,235000,Improved,Service Garage,1978,4125,0.3,13526,,,ST,C,SOUTHWEST PARK,681440000
3636 S 149 ST,R0512230144,512230144,10/30/2014,220350,Vacant,,,,0.75,3636,,S,ST,149,ALTECH BUSINESS PARK,681440000
3636 S 149 ST,R0512230144,512230144,1/14/2015,220350,Vacant,,,,0.75,3636,,S,ST,149,ALTECH BUSINESS PARK,681440000
2818 S 148 AVENUE CR,R0910701308,910701308,12/18/2015,195000,Improved,Storage Warehouse,2016,5872,0.45,2818,,S,CR,148 AVENUE,CRESCENT OAKS REPLAT,681440000
3909 S 147 ST 132,R0512240605,512240605,5/1/2013,130000,Improved,Office Building,2011,1053,,3909,132,S,ST,147,ALTECH PLAZA TWO CONDO,681440000
1330 S 119 ST,R1934350022,1934350022,10/28/2015,100000,Improved,Mini Warehouse,1997,1728,0.17,1330,,S,ST,119,PACIFIC PLAZA REPLAT,681440000
9910 N 48 ST,R0238060012,238060012,12/21/2018,737500,Improved,Office Building,1974,21837,4.3,9910,,N,ST,48,LANDS,681520000
9910 N 48 ST,R0238060012,238060012,12/21/2018,737500,Improved,Office Building,1974,21837,4.3,9910,,N,ST,48,LANDS,681520000
6653 SORENSEN PW,R0143190000,143190000,4/21/2010,592000,Improved,Office Building,1976,8640,1.32,6653,,,PKWY,SORENSEN,LANDS,681520000
6653 SORENSEN PW,R0143190000,143190000,4/21/2010,592000,Improved,Office Building,1976,8640,1.32,6653,,,PKWY,SORENSEN,LANDS,681520000
6653 SORENSEN PW,R0143190000,143190000,4/21/2010,592000,Improved,Office Building,1976,8640,1.32,6653,,,PKWY,SORENSEN,LANDS,681520000
6653 SORENSEN PW,R0143190000,143190000,4/21/2010,592000,Improved,Office Building,1976,8640,1.32,6653,,,PKWY,SORENSEN,LANDS,681520000
6653 SORENSEN PW,R0143190000,143190000,4/21/2010,592000,Improved,Office Building,1976,8640,1.32,6653,,,PKWY,SORENSEN,LANDS,681520000
6653 SORENSEN PW,R0143190000,143190000,4/21/2010,592000,Improved,Office Building,1976,8640,1.32,6653,,,PKWY,SORENSEN,LANDS,681520000
6653 SORENSEN PW,R0143190000,143190000,4/21/2010,592000,Improved,Office Building,1976,8640,1.32,6653,,,PKWY,SORENSEN,LANDS,681520000
6653 SORENSEN PW,R0143190000,143190000,4/21/2010,592000,Improved,Office Building,1976,8640,1.32,6653,,,PKWY,SORENSEN,LANDS,681520000
6653 SORENSEN PW,R0143190000,143190000,4/21/2010,592000,Improved,Office Building,1976,8640,1.32,6653,,,PKWY,SORENSEN,LANDS,681520000
6653 SORENSEN PW,R0143190000,143190000,4/21/2010,592000,Improved,Office Building,1976,8640,1.32,6653,,,PKWY,SORENSEN,LANDS,681520000
6653 SORENSEN PW,R0143190000,143190000,4/21/2010,592000,Improved,Office Building,1976,8640,1.32,6653,,,PKWY,SORENSEN,LANDS,681520000
6653 SORENSEN PW,R0143190000,143190000,4/21/2010,592000,Improved,Office Building,1976,8640,1.32,6653,,,PKWY,SORENSEN,LANDS,681520000
6653 SORENSEN PW,R0143190000,143190000,4/21/2010,592000,Improved,Office Building,1976,8640,1.32,6653,,,PKWY,SORENSEN,LANDS,681520000
5858  SORENSEN PW,R2233970209,2233970209,11/5/2021,360000,Vacant,,,,1,5858,,,PKWY,SORENSEN,SORENSEN PLAZA REPLAT 1,681520000
5920 SORENSEN PW,R0511750100,511750100,8/1/2014,350000,Improved,Service Garage,1966,3252,0.78,5920,,,PKWY,SORENSEN,ALFORDS REDICK SUBDIVISION*,681520000
6622 N 45 ST,R0241660002,241660002,3/31/2014,275000,Improved,Towers,1985,1,3.66,6622,,N,ST,45,LANDS,681520000
6530  SORENSEN PW,R0847250501,847250501,11/23/2017,189000,Improved,Dental Office/ Clinic,1968,1840,0.23,6530,,,PKWY,SORENSEN,COUNTRY CLUB MANOR-II,681520000
11909  CALHOUN RD,R0234940000,234940000,12/15/2017,150000,Improved,Bar/Tavern,1910,4352,0.76,11909,,,RD,CALHOUN,LANDS,681520000
6025  SORENSEN PW,R1842780683,1842780683,8/12/2021,150000,Improved,Barber/Beauty Shop,1964,1380,0.55,6025,,,PKWY,SORENSEN,NORTHWEST HILLS,681520000
,R1842780690,1842780690,2/16/2016,150000,Improved,Service Garage,1966,2390,0.6244,6005,,,PKWY,SORENSEN,NORTHWEST HILLS,681520000
6622 N 45 ST,R0241660002,241660002,10/31/2013,116667,Improved,Towers,1985,1,3.66,6622,,N,ST,45,LANDS,681520000
6615 SORENSEN PW,R0143150001,143150001,7/12/2010,10000,Vacant,,,,0.36,6615,,,PKWY,SORENSEN,LANDS,681520000
,R1919880104,1919880104,6/29/2016,19130000,Improved,Medical Offices,1988,99353,6.249,12809,,,RD,WEST DODGE,12809 WEST DODGE REPLAT,681540000
10802  FARNAM DR,R1258702510,1258702510,12/15/2021,11200000,Improved,Office Building,1985,61120,3.7,10802,,,DR,FARNAM,HARNEY WEST PROFESSIONAL ADDITION,681540000
655 N 108 AV,R0129640011,129640011,12/31/2021,8799999.99,Improved,Hotel - Full Service,1974,137981,5.5206,655,,N,AV,108,LANDS,681540000
10802 FARNAM DR,R1258702510,1258702510,12/16/2010,8295000,Improved,Office Building,1985,61120,3.7,10802,,,DR,FARNAM,HARNEY WEST PROFESSIONAL ADDITION,681540000
11422  MIRACLE HILLS DR,R1755515031,1755515031,12/8/2017,7924999.99,Improved,Office Building,1985,91626,4.03,11422,,,DR,MIRACLE HILLS,MIRACLE HILLS PARK,681540000
10865  WEST DODGE RD,R1222600100,1222600100,5/6/2022,7899999.99,Improved,Extended Stay Motels,2009,64018,1.83,10865,,,RD,WEST DODGE,GUITARS & CADILLACS*,681540000
11516  MIRACLE HILLS DR,R1755515033,1755515033,9/30/2020,7099999.99,Improved,Office Building,1988,77325,3.06,11516,,,DR,MIRACLE HILLS,MIRACLE HILLS PARK,681540000
,R2502396062,2502396062,8/14/2018,6168989,Vacant,Complete Auto Dealership,2019,77376,10.373,,,,,,WEST FARM REPLAT 2,681540000
11718  NICHOLAS ST,R1755520060,1755520060,2/10/2017,4400000,Improved,Office Building,1988,26443,1.7348,11718,,,ST,NICHOLAS,MIRACLE HILLS PARK REPLAT 5,681540000
11606 NICHOLAS ST,R1755517050,1755517050,7/31/2012,4350000,Improved,Office Building,1994,41535,2.04,11606,,,ST,NICHOLAS,MIRACLE HILLS PARK REPLAT III *,681540000
11515 MIRACLE HILLS DR,R1755518007,1755518007,11/1/2011,4100000,Improved,Hotels - Limited Service,1990,69749,3.27,11515,,,DR,MIRACLE HILLS,MIRACLE HILLS PARK REPLAT,681540000
360 S 108 AV,R1907780644,1907780644,12/29/2020,3900820,Improved,Extended Stay Motels,1996,57843,3.95,360,,S,AV,108,OLD MILL PLAZA,681540000
650 N 109 CT,R0129640020,129640020,9/15/2021,3651000,Improved,Hotels - Limited Service,1998,34318,3.66,650,,N,CT,109,LANDS,681540000
650 N 109 CT,R0129640020,129640020,9/15/2021,3651000,Improved,Hotels - Limited Service,1998,34318,3.66,650,,N,CT,109,LANDS,681540000
13655  CALIFORNIA ST,R0826740132,826740132,8/9/2017,3428571,Improved,Restaurant,2002,9658,1.6,13655,,,ST,CALIFORNIA,COMMERCIAL FED BUSINESS PARK REP 2*,681540000
330 N 117 ST,R1734312025,1734312025,8/12/2015,3325000,Improved,Office Building,1982,27077,3.6,330,,N,ST,117,MEADOW LANE PARK REPLAT,681540000
11718 NICHOLAS ST,R1755520060,1755520060,5/23/2014,3300000,Improved,Office Building,1988,26443,1.7348,11718,,,ST,NICHOLAS,MIRACLE HILLS PARK REPLAT 5,681540000
13665  CALIFORNIA ST,R0826740130,826740130,5/19/2022,3300000,Improved,Restaurant,2002,6971,1.888,13665,,,ST,CALIFORNIA,COMMERCIAL FED BUSINESS PARK REP 2*,681540000
13851  FNB PW,R1039980252,1039980252,5/19/2022,2700000,Improved,Restaurant,1999,6902,1.52,13851,,,PKWY,FNB,FIRST NATIONAL BUSINESS PARK REP 2*,681540000
12002  PACIFIC ST,R1934244550,1934244550,3/8/2017,2609000,Improved,Office Building,1985,30778,,12002,,,ST,PACIFIC,PACIFIC HILLS CONDOMINIUM,681540000
12002  PACIFIC ST,R1934244550,1934244550,3/8/2017,2609000,Improved,Office Building,1985,30778,,12002,,,ST,PACIFIC,PACIFIC HILLS CONDOMINIUM,681540000
12002  PACIFIC ST,R1934244550,1934244550,3/8/2017,2609000,Improved,Office Building,1985,30778,,12002,,,ST,PACIFIC,PACIFIC HILLS CONDOMINIUM,681540000
12002  PACIFIC ST,R1934244550,1934244550,3/8/2017,2609000,Improved,Office Building,1985,30778,,12002,,,ST,PACIFIC,PACIFIC HILLS CONDOMINIUM,681540000
12002  PACIFIC ST,R1934244550,1934244550,3/8/2017,2609000,Improved,Office Building,1985,30778,,12002,,,ST,PACIFIC,PACIFIC HILLS CONDOMINIUM,681540000
10909 MILL VALLEY RD,R1748166000,1748166000,7/31/2014,2600000,Improved,Office Building,1988,51542,,10909,,,RD,MILL VALLEY,MILL VALLEY*,681540000
11212  CHICAGO CR,R1919876100,1919876100,8/22/2022,2500000,Improved,Discount Store,1996,15429,1.25,11212,,,CR,CHICAGO,114TH PLAZA REPLAT 1*,681540000
407 N 117 ST,R1734311390,1734311390,9/30/2021,2500000,Improved,Office Building,1977,23321,2,407,,N,ST,117,MEADOW LANE PARK,681540000
11819 MIRACLE HILLS DR,R1919873700,1919873700,3/3/2014,2400000,Improved,Office Building,1991,31800,2.12,11819,,,DR,MIRACLE HILLS,ONE EIGHTEEN MIRACLE HILLS,681540000
711 N 120 ST,R1755519001,1755519001,8/9/2019,2357314,Improved,Neighborhood Shopping Center,1989,20812,1.33,711,,N,ST,120,MIRACLE VILLAGE,681540000
14151  PACIFIC ST,R1941962052,1941962052,3/31/2022,2347480,Improved,Mortuary,1997,6348,1.88,14151,,,ST,PACIFIC,PARKSIDE REPLAT 1,681540000
12925 WEST DODGE RD,R1306361419,1306361419,4/30/2015,2270000,Improved,Office Building,1996,13991,1.03,12925,,,RD,WEST DODGE,HEAVENLY ACRES REPLAT,681540000
808 N 108 AV,R0129640016,129640016,9/19/2018,2150000,Improved,Office Building,1974,14450,2.81,808,,N,AV,108,LANDS,681540000
11626  NICHOLAS ST,R1755520062,1755520062,1/27/2022,2100000,Improved,Office Building,1985,10222,1.043,11626,,,ST,NICHOLAS,MIRACLE HILLS PARK REPLAT 5,681540000
210 N 114 ST,R1734311367,1734311367,9/27/2011,2047500,Improved,Neighborhood Shopping Center,1976,22800,1.78,210,,N,ST,114,MEADOW LANE PARK,681540000
210 N 114 ST,R1734311367,1734311367,9/27/2011,2047500,Improved,Neighborhood Shopping Center,1976,22800,1.78,210,,N,ST,114,MEADOW LANE PARK,681540000
711 N 108 CT,R1842021602,1842021602,1/13/2017,2000000,Improved,Office Building,1988,19072,1.14,711,,N,CT,108,NORTH OLD MILL*,681540000
711 N 108 CT,R1842021602,1842021602,1/13/2017,2000000,Improved,Office Building,1988,19072,1.14,711,,N,CT,108,NORTH OLD MILL*,681540000
11201 DAVENPORT ST,R1919875076,1919875076,12/15/2011,1950000,Vacant,,,,2.77,11201,,,ST,DAVENPORT,114TH PLAZA,681540000
275 N 115 ST,R1734311378,1734311378,11/10/2021,1900000,Improved,Office Building,1970,15980,0.8191,275,,N,ST,115,MEADOW LANE PARK,681540000
14680 WEST DODGE RD,R2202447760,2202447760,3/18/2011,1875000,Improved,Office Building,1999,12121,1.02,14680,,,RD,WEST DODGE,SEVILLE SQUARE,681540000
13110  WEST DODGE RD,R1600050032,1600050032,6/11/2021,1825000,Improved,Neighborhood Shopping Center,1990,7900,1.055,13110,,,RD,WEST DODGE,KVI 132ND STREET PLAZA REP 1,681540000
,R0135490002,135490002,3/4/2016,1820000,Improved,Neighborhood Shopping Center,1976,23936,1.76,12103,,,ST,PACIFIC,LANDS,681540000
10840  HARNEY ST,R1258702519,1258702519,2/23/2017,1715000,Improved,Office Building,1982,11600,1.04,10840,,,ST,HARNEY,HARNEY WEST PROFESSIONAL ADDITION,681540000
11425  WEST DODGE RD,R1734311408,1734311408,5/27/2022,1690000,Improved,Retail Store,1973,11244,0.51,11425,,,RD,WEST DODGE,MEADOW LANE PARK,681540000
12310 WEST DODGE RD,R0747050012,747050012,9/4/2015,1642212,Vacant,,,,1.3,12310,,,RD,WEST DODGE,CANDLEWOOD HILLS,681540000
12310 WEST DODGE RD,R0747050012,747050012,9/4/2015,1642212,Vacant,,,,1.3,12310,,,RD,WEST DODGE,CANDLEWOOD HILLS,681540000
14151  PACIFIC ST,R1941962052,1941962052,12/28/2021,1621500,Improved,Mortuary,1997,6348,1.88,14151,,,ST,PACIFIC,PARKSIDE REPLAT 1,681540000
13615 CALIFORNIA ST,R0826740152,826740152,9/4/2012,1605000,Improved,Restaurant,2004,4792,1.393,13615,,,ST,CALIFORNIA,COMMERCIAL FED BUSINESS PARK REP 3*,681540000
708 N 124 PA,R0747050044,747050044,8/26/2022,1487172,Vacant,,,,1.85,708,,N,PLAZA,124,CANDLEWOOD HILLS REPLAT 3,681540000
602 N 129 ST 5,R2442490036,2442490036,7/21/2015,1480000,Improved,Office Building,1997,16000,,602,5,N,ST,129,WEST DODGE OFFICE PARK CONDOS,681540000
602 N 129 ST 5,R2442490036,2442490036,7/21/2015,1480000,Improved,Office Building,1997,16000,,602,5,N,ST,129,WEST DODGE OFFICE PARK CONDOS,681540000
602 N 129 ST 5,R2442490036,2442490036,7/21/2015,1480000,Improved,Office Building,1997,16000,,602,5,N,ST,129,WEST DODGE OFFICE PARK CONDOS,681540000
602 N 129 ST 5,R2442490036,2442490036,7/21/2015,1480000,Improved,Office Building,1997,16000,,602,5,N,ST,129,WEST DODGE OFFICE PARK CONDOS,681540000
602 N 129 ST 5,R2442490036,2442490036,7/21/2015,1480000,Improved,Office Building,1997,16000,,602,5,N,ST,129,WEST DODGE OFFICE PARK CONDOS,681540000
602 N 129 ST 5,R2442490036,2442490036,7/21/2015,1480000,Improved,Office Building,1997,16000,,602,5,N,ST,129,WEST DODGE OFFICE PARK CONDOS,681540000
11610 WEST DODGE RD,R2116731006,2116731006,5/6/2014,1440000,Improved,Motel,1993,36202,2.2,11610,,,RD,WEST DODGE,RICHLAND PARK,681540000
1910 N 144 ST,R2247050965,2247050965,12/23/2014,1436252,Improved,Convenience Store,1988,4200,1.1705,1910,,N,ST,144,STONEHENGE REPLAT I,681540000
10824 OLD MILL RD,R1907780882,1907780882,9/30/2015,1425002,Improved,Office Building,1982,24000,2.3677,10824,,,RD,OLD MILL,OLD MILL PLAZA REP 2*,681540000
11301  DAVENPORT ST,R1919875055,1919875055,5/9/2019,1400000,Improved,Office Building,1984,10028,1.32,11301,,,ST,DAVENPORT,114TH PLAZA,681540000
11626  NICHOLAS ST,R1755520062,1755520062,1/31/2020,1400000,Improved,Office Building,1985,10222,1.043,11626,,,ST,NICHOLAS,MIRACLE HILLS PARK REPLAT 5,681540000
14507 CALIFORNIA ST,R1013566030,1013566030,6/10/2015,1375000,Improved,Office Building,2000,6840,0.57,14507,,,ST,CALIFORNIA,ELDORADO ADD REP 6*,681540000
14507 CALIFORNIA ST,R1013566030,1013566030,6/10/2015,1375000,Improved,Office Building,2000,6840,0.57,14507,,,ST,CALIFORNIA,ELDORADO ADD REP 6*,681540000
11837 MIRACLE HILLS DR 1,R1755511000,1755511000,8/1/2014,1361236,Improved,Office Building,1991,13526,,11837,1,,DR,MIRACLE HILLS,MIRACLE HILLS OFFICE CONDOS,681540000
11837 MIRACLE HILLS DR 2,R1755511002,1755511002,7/1/2014,1350000,Improved,Office Building,1991,13440,,11837,2,,DR,MIRACLE HILLS,MIRACLE HILLS OFFICE CONDOS,681540000
13615 CALIFORNIA ST,R0826740152,826740152,1/26/2011,1325000,Improved,Restaurant,2004,4792,1.393,13615,,,ST,CALIFORNIA,COMMERCIAL FED BUSINESS PARK REP 3*,681540000
501 N 148 ST,R2202447719,2202447719,9/29/2014,1309802,Vacant,,,,2.313,501,,N,ST,148,SEVILLE SQUARE REPLAT 1,681540000
12103 PACIFIC ST,R0135490002,135490002,6/17/2011,1300000,Improved,Neighborhood Shopping Center,1976,23936,1.76,12103,,,ST,PACIFIC,LANDS,681540000
338 N 115 ST,R0644190480,644190480,5/10/2013,1250000,Improved,Office Building,1973,18780,1.4075,338,,N,ST,115,BOB HARMAN ADD,681540000
338 N 115 ST,R0644190480,644190480,5/10/2013,1250000,Improved,Office Building,1973,18780,1.4075,338,,N,ST,115,BOB HARMAN ADD,681540000
338 N 115 ST,R0644190480,644190480,5/10/2013,1250000,Improved,Office Building,1973,18780,1.4075,338,,N,ST,115,BOB HARMAN ADD,681540000
338 N 115 ST,R0644190480,644190480,5/10/2013,1250000,Improved,Office Building,1973,18780,1.4075,338,,N,ST,115,BOB HARMAN ADD,681540000
338 N 115 ST,R0644190480,644190480,5/10/2013,1250000,Improved,Office Building,1973,18780,1.4075,338,,N,ST,115,BOB HARMAN ADD,681540000
